Location ID,HostGenusID,HostGenusNameScientific,HostSpeciesID,HostSpeciesNameScientific,HostCultivarName,PathogenGenusID,PathogenGenusNameScientific,PathogenSpeciesID,PathogenSpeciesNameScientific,UserInit,ObsYear,CountryID,CountryName,RegionID,Latitude,Longitude,Altitude,LocationName,FieldArea,SurveySiteID,SurveySiteName,Observation ID,ObsDate,SurveyorName,InstitutionName,GrowthStageID,GrowthStageName,Comment,DiseaseID,PathogenSpeciesName,Severity,SeverityName,Incidence,IncidenceName,InfectionType,InfectionTypeName,DiseaseID.1,PathogenSpeciesName.1,Severity.1,SeverityName.1,Incidence.1,IncidenceName.1,InfectionType.1,InfectionTypeName.1,DiseaseID.2,PathogenSpeciesName.2,Severity.2,SeverityName.2,Incidence.2,IncidenceName.2,InfectionType.2,InfectionTypeName.2,Diseased
49901,2,Triticum,1,aestivum,local,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,13.79286,39.65346,2547,DibabAtsibi wonbrta,0.1,1,Farmer field,1,11/10/12 0:00,Zeray Sium,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,1
60320,2,Triticum,1,aestivum,Danda'a,2,Puccinia,0, sp.,GEW,2014,ET,Ethiopia,0,8.00505,39.65308,2519,"Arsi, Kula(Sudie), Ayule sedaka",1,1,Farmer field,1,10/30/14 0:00,,EIAR,2,Boot,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48205,2,Triticum,1,aestivum,Improved,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,13.7176,39.65234,2085,MELHIS,0.75,1,Farmer field,1,9/29/10 0:00,EIAR,EIAR,3,Flowering,,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
60340,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,GEW,2014,ET,Ethiopia,0,10.16848,39.65184,3031,"north shewa, menzmama, Zerab",-999.99,1,Farmer field,1,10/15/14 0:00,,EIAR,2,Boot,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,2,Moderate (20 - 40 %),3,High (more than 40 %),9,S,1
50293,2,Triticum,1,aestivum,Digalu,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,8.29647,39.65172,2592,Adele-Hutamo,0.25,1,Farmer field,1,11/13/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
47912,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,10.3416,39.65167,3050,"NEAR SITE, M/MEDA",1,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,1
47913,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,10.3416,39.65167,3056,"NEAR SITE, M/MEDA",-999.99,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),9,S,1
51059,2,Triticum,1,aestivum,gonde,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.16828,39.65163,3038,zerab,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
51060,2,Triticum,1,aestivum,kubsa,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.16828,39.65163,3038,zerab,0.5,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
47897,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,10.16858,39.65131,3040,WEGERIE,0.5,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,1
47898,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,10.16858,39.6513,3040,WEGERIE,1,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,1
48148,2,Triticum,1,aestivum,Improved,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,13.07906,39.6495,2564,Meselalu,0.25,1,Farmer field,1,9/15/10 0:00,EIAR,EIAR,3,Flowering,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
50465,2,Triticum,1,aestivum,improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.93485,39.64933,2381,012(kara qorie)),0.21,1,Farmer field,1,11/12/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,1
46829,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,10.17199,39.64926,3008,Amhara,0.5,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,1
57922,-9, N/A,-9, N/A,Mada Wallabu,2,Puccinia,0, sp.,yal,2013,ET,Ethiopia,0,8.28587,39.64912,2591,"Arsi, Jeju, Adelle Utamo",0.17,1,Farmer field,1,7/17/13 0:00,,EIAR,5,Dough,"Septoria: Incidence 100%, Severity 83%",1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),3,MR,1
51027,2,Triticum,1,aestivum,Galema,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,9.72169,39.64894,2886,keyit,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,2,Moderate (20 - 40 %),3,High (more than 40 %),7,MS,1
51028,2,Triticum,1,aestivum,ET-13,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,9.72169,39.64894,2886,keyit,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
51029,2,Triticum,1,aestivum,kubsa,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,9.72169,39.64894,2886,keyit,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,3,High (more than 40 %),3,High (more than 40 %),9,S,1
51030,2,Triticum,1,aestivum,Digalu,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,9.72169,39.64894,2886,keyit,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
49937,2,Triticum,1,aestivum,improved,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,13.78726,39.6487,2542,DibabAtsibi wonberta,0.13,1,Farmer field,1,10/9/12 0:00,Zeray Sium,EIAR,3,Flowering,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,1
50466,2,Triticum,1,aestivum,improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.98738,39.64782,2575,014(jerjero),0.03,1,Farmer field,1,11/12/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
63862,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,yal,2015,ET,Ethiopia,0,11.056808,39.647263,2334,dessie,0.5,1,Farmer field,1,10/5/15 0:00,"Netsanet, Tizazu, Dave","EIAR, Ambo; CIMMYT",3,Flowering,Other diseases - powdery mildew at low level -20S,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
50468,2,Triticum,1,aestivum,improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,11.05795,39.64724,2316,012(wujra),0.5,1,Farmer field,1,11/12/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,1
45981,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,10.32353,39.64713,3072,M/Meda,0.5,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
47146,0,Other,0,Other,Local,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,5.91488,39.64711,1652,bomba,0.2,1,Farmer field,1,11/30/09 0:00,EIAR,EIAR,-9,N/A,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),-9,N/A,1
47147,2,Triticum,1,aestivum,holandi,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,5.91488,39.64711,1652,bomba,0.5,1,Farmer field,1,11/30/09 0:00,EIAR,EIAR,-9,N/A,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,1
63876,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,yal,2015,ET,Ethiopia,0,11.069828,39.646941,2311,wagary,0.5,1,Farmer field,1,10/5/15 0:00,"Netsanet, Tizazu, Dave","EIAR, Ambo; CIMMYT",3,Flowering,Other Diseases :Powdery Mildew 20S,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),8,MS-S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),5,M (MR-MS),1
50462,2,Triticum,1,aestivum,Kekeba,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.88325,39.6468,2420,01(),0.12,1,Farmer field,1,11/12/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
50463,2,Triticum,1,aestivum,local,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.91508,39.64649,2388,012(Beni),0.15,1,Farmer field,1,11/12/13 0:00,,EIAR,5,Dough,,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),3,MR,2,Leaf Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),7,MS,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
50464,2,Triticum,1,aestivum,improved mixed,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.91508,39.64649,2388,012(Beni),0.15,1,Farmer field,1,11/12/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
45986,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,10.30506,39.64628,3048,M/Meda,1,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
45996,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,10.30506,39.64628,2750,Zemro,0.5,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
63861,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,yal,2015,ET,Ethiopia,0,11.036381,39.645979,2592,dessie,0.5,1,Farmer field,1,10/5/15 0:00,"Netsanet, Tizazu, Dave","EIAR, Ambo; CIMMYT",2,Boot,within 100m barberry with aecia,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
47625,2,Triticum,1,aestivum,Medawelabu,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,7.81256,39.64587,2433,"Abolei, Robe",0.25,1,Farmer field,1,11/6/10 0:00,EIAR,EIAR,3,Flowering,,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),3,MR,1
46811,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,10.32309,39.64584,3062,Amhara,0.75,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),7,MS,1
50325,2,Triticum,1,aestivum,Digalu,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,7.809984,39.645828,2410,Abu Ali,0.4,1,Farmer field,1,11/16/13 0:00,,EIAR,4,Milk,,1,Stem rust,1,Low (less than 20 %),3,High (more than 40 %),7,MS,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48198,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,13.71356,39.64552,2090,BIRKI,0.25,1,Farmer field,1,9/28/10 0:00,EIAR,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),3,High (more than 40 %),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
60330,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,GEW,2014,ET,Ethiopia,0,9.7141,39.64535,2901,"north shewa, Basona worana, Bakelo",-999.99,1,Farmer field,1,10/14/14 0:00,,EIAR,2,Boot,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,2,Moderate (20 - 40 %),3,High (more than 40 %),9,S,1
60410,2,Triticum,1,aestivum,Digalu,2,Puccinia,0, sp.,GEW,2014,ET,Ethiopia,0,7.86003,39.64461,2434,"Arsi, Arsi robe, Atabarobe",0.13,1,Farmer field,1,10/29/14 0:00,,EIAR,3,Flowering,,1,Stem rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,1
45966,2,Triticum,2,durum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,9.92876,39.64304,2904,M/Wodera,1,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
49242,2,Triticum,1,aestivum,local (gundle),2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,11.09119,39.64288,2315,jeme/015,0.1,1,Farmer field,1,10/20/12 0:00,,EARI,4,Milk,,1,Stem rust,2,Moderate (20 - 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49243,2,Triticum,1,aestivum,local(key yelka),2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,11.09119,39.64288,2315,jeme/015,0.1,1,Farmer field,1,10/20/12 0:00,,EARI,4,Milk,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,3,High (more than 40 %),3,High (more than 40 %),9,S,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
50467,2,Triticum,1,aestivum,local(gundle),2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,11.01439,39.64186,2837,040(abaweda ager),0.14,1,Farmer field,1,11/12/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
46838,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,9.93063,39.64009,2893,Amhara,-999.99,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,2,Leaf Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,1
57915,2,Triticum,1,aestivum,Digelu (mix),2,Puccinia,0, sp.,yal,2013,ET,Ethiopia,0,7.83303,39.63852,2429,"Arsi, Robe, Abo Ali",0.2,1,Farmer field,1,7/14/13 0:00,,EIAR,4,Milk,"Septoria: Incidence 100%, Severity 21%",1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
60345,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,GEW,2014,ET,Ethiopia,0,9.93489,39.63821,2890,"north shewa, Mojanawodera, d.mitimak",-999.99,1,Farmer field,1,10/15/14 0:00,,EIAR,2,Boot,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
46797,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,9.71185,39.63762,2894,Amhara,0.25,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,0
51061,2,Triticum,1,aestivum,ET-13,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.18163,39.637,3029,layzebir,0.5,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
51062,2,Triticum,1,aestivum,gonde,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,10.18163,39.637,3029,layzebir,0.25,1,Farmer field,1,11/4/13 0:00,,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
50641,2,Triticum,1,aestivum,Improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,13.19211,39.63675,2084,Debremare,0.13,1,Farmer field,1,10/9/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,1
50460,2,Triticum,1,aestivum,improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,11.08453,39.63587,2256,015(grar amba),0.12,1,Farmer field,1,11/11/13 0:00,,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),3,MR,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
50461,2,Triticum,1,aestivum,local mixed with improved,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,11.08453,39.63587,2256,015(grar amba),0.01,1,Farmer field,1,11/11/13 0:00,,EIAR,4,Milk,,1,Stem rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,2,Leaf Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
46830,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,10.16158,39.63556,3020,Amhara,0.25,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,-9,N/A,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,1
50324,2,Triticum,1,aestivum,Digalu,2,Puccinia,0, sp.,GEW,2013,ET,Ethiopia,0,7.84034,39.6352,2417,Akiya,0.15,1,Farmer field,1,11/16/13 0:00,,EIAR,4,Milk,,1,Stem rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),7,MS,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
47902,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,10.31736,39.63509,3053,"SINAMBA, M/MEDA",0.5,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,3,Flowering,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),3,High (more than 40 %),7,MS,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,1
45982,2,Triticum,2,durum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,10.31728,39.63498,3048,M/Meda,0.17,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,3,Flowering,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
45983,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,10.31728,39.63498,3048,M/Meda,1,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),9,S,1
46839,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,9.9491,39.63457,2861,Amhara,1,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,0
46795,2,Triticum,2,durum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,9.70267,39.63434,2867,Amhara,0.3,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,1,Low (less than 20 %),2,Moderate (20 - 40 %),9,S,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,1
46796,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,9.70267,39.63434,2867,Amhara,0.3,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,0
45958,2,Triticum,2,durum,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,9.7009,39.63421,2863,Baso,0.5,1,Farmer field,1,11/29/08 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
47883,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.93913,39.63348,2904,"FERESMEGAL, SASIT",0.25,1,Farmer field,1,10/1/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,1
46812,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,10.31611,39.63325,3043,Amhara,0.75,1,Farmer field,1,11/27/09 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,-9,N/A,-9,N/A,-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,0
47154,2,Triticum,1,aestivum,alan-gelie,2,Puccinia,0, sp.,GEW,2009,ET,Ethiopia,0,5.91648,39.6321,1668,near bidrie town,0.5,1,Farmer field,1,12/1/09 0:00,EIAR,EIAR,-9,N/A,,1,Stem rust,-9,N/A,-9,N/A,-9,N/A,2,Leaf Rust,1,Low (less than 20 %),3,High (more than 40 %),-9,N/A,3,Stripe Rust,-9,N/A,-9,N/A,-9,N/A,1
